document_id,source_relative_path,source_filename,source_extension,source_sha256,selected_variant,authority_level_current,authority_level_suggested,authority_evidence,authority_confidence,document_type_current,document_type_suggested,document_type_evidence,document_type_confidence,language_current,language_suggested,language_confidence,year_current,year_suggested,year_evidence,year_confidence,topics_current,topics_suggested,topics_evidence,topics_confidence,organization_suggested,title_suggested,citation_mode,citation_sidecar,original_page_provenance_available,requires_human_review,review_status
DOC000210,"Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.pdf",HAWKS NEST TUNNEL DISASTER.pdf,.pdf,2dcb6b5789d6b4ec49f44392305bcaa0cb4fc8d2fb23006c3b3af95e978d83d3,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,en,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,accident|collapse|contracts|operations|safety,safety:safety; operations:operation; contracts:contract; accident:kaza; collapse:çökme; tunnel_general:tünel,high,,HAWKS NEST TUNNEL DISASTER,pdf_page,data/temp/full_docling_chunks/DOC000210/0001.docling.json,true,true,pending
DOC000211,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.docx",Tünel Kaynaklı Kazalar_Çökmeler.docx,.docx,70692d73bb93cfb1d00ac0c29be2920e40cb7d86d9a82d40c5937851050e1c23,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,accident|collapse,accident|collapse|excavation|forepoling|maintenance|safety|traffic,excavation:kazı; forepoling:süren; safety:güvenlik; traffic:trafik; maintenance:bakım; accident:kaza; collapse:çökme; tunnel_general:tünel,high,,Tünel Kaynaklı Kazalar_Çökmeler,document_section,,false,true,pending
DOC000212,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.docx",Tünel Kazaları.docx,.docx,ad6f9855d77869ce08fa1e1a7a566019b7ea456ae7644bbc5599d77c73ddc084,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,tr,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,accident,accident|collapse|traffic,traffic:trafik; accident:kaza; collapse:çökme; tunnel_general:tünel,high,,Tünel Kazaları,document_section,data/temp/full_docling_chunks/DOC000212/0001.docling.json,false,true,pending
DOC000214,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.pptx,2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.pptx,.pptx,65d8bf62a92c8cf78307cc7dd3ff4ca78b5df5a459b29c247eaae665fc7f6b2c,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,shotcrete,accident|excavation|forepoling|maintenance|payment|quality_control|rock_bolt|shotcrete|steel_mesh|steel_rib|unit_price|water,excavation:kazı; shotcrete:püskürtme beton; steel_mesh:çelik hasır; steel_rib:çelik iksa; rock_bolt:kaya bulonu; forepoling:süren; water:su geliri; maintenance:bakım; unit_price:birim fiyat; payment:hakediş; quality_control:kalite kontrol; accident:kaza,high,,2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON,slide,data/temp/full_docling_chunks/DOC000214/0001.docling.json,false,true,pending
DOC000215,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA.pptx,3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA.pptx,.pptx,b0a8ec72de9c063ee06938663c5e6fe3ab91d6c244cae9ccd36884ef26dac934,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,steel_mesh|steel_rib,accident|excavation|forepoling|payment|portal|rock_bolt|shotcrete|standards|steel_mesh|steel_rib|support_systems|unit_price,excavation:kazı; shotcrete:püskürtme beton; steel_mesh:çelik hasır; steel_rib:çelik iksa; rock_bolt:kaya bulonu; forepoling:süren; support_systems:tahkimat; portal:portal; standards:standart; unit_price:birim fiyat; payment:hakediş; accident:kaza,high,TSE,3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA,slide,data/temp/full_docling_chunks/DOC000215/0001.docling.json,false,true,pending
DOC000216,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/4-TÜNEL DESTEKLEMESİ-KAYA BULONU.pptx,4-TÜNEL DESTEKLEMESİ-KAYA BULONU.pptx,.pptx,fc1de548bd94a314e5e3d8f502ab8d084b52c6f8b800d602c6899ee5959b6fa7,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,rock_bolt,blasting|collapse|excavation|forepoling|injection|portal|rock_bolt|shotcrete|standards|steel_mesh|steel_rib|support_systems,excavation:kazı; blasting:patlatma; shotcrete:püskürtme beton; steel_mesh:çelik hasır; steel_rib:çelik iksa; rock_bolt:kaya bulonu; forepoling:süren; support_systems:destek sistem; injection:enjeksiyon; portal:portal; standards:standart; collapse:çökme,high,,4-TÜNEL DESTEKLEMESİ-KAYA BULONU,slide,data/temp/full_docling_chunks/DOC000216/0001.docling.json,false,true,pending
DOC000217,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/5-TÜNEL DESTEKLEMESİ-SÜREN.pptx,5-TÜNEL DESTEKLEMESİ-SÜREN.pptx,.pptx,37f19ab3430f5595b86872e383a7a37f0007fd19349bd8c16c93bdedc84aed0c,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,forepoling,accident|collapse|cost|excavation|forepoling|injection|maintenance|rock_bolt|shotcrete|steel_mesh|steel_rib|support_systems,excavation:kazı; shotcrete:püskürtme beton; steel_mesh:çelik hasır; steel_rib:çelik iksa; rock_bolt:kaya bulonu; forepoling:süren; support_systems:tahkimat; injection:enjeksiyon; maintenance:bakım; cost:maliyet; accident:kaza; collapse:çökme,high,,5-TÜNEL DESTEKLEMESİ-SÜREN,slide,data/temp/full_docling_chunks/DOC000217/0001.docling.json,false,true,pending
DOC000218,"TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx","6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx",.pptx,d48a443a135b1161e00ebc181a5012c8151360ffca3c9a84b4bc0462c11b3607,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,drainage|final_lining,drainage|excavation|final_lining|injection|inspection|maintenance|monitoring|quality_control|shotcrete|water|waterproofing,excavation:kazı; shotcrete:püskürtme beton; injection:enjeksiyon; water:yeraltı su; drainage:drenaj; waterproofing:su yalıt; final_lining:nihai kaplama; monitoring:izleme; maintenance:bakım; inspection:muayene; quality_control:kalite kontrol; tunnel_general:tünel,high,,"6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU",slide,data/temp/full_docling_chunks/DOC000218/0001.docling.json,false,true,pending
DOC000219,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/7-TÜNEL TARİF-ANALİZ-YBF.pptx,7-TÜNEL TARİF-ANALİZ-YBF.pptx,.pptx,804ea857fe56576c1ad579e45eb7c83e8ccc3da69f2e8db6580ed11beab05bcb,baseline,C,C,Mevcut canonical metadata authority_level=C,high,training_material,training_material,Mevcut canonical metadata document_type=training_material,high,tr,tr,high,2020,2020,Mevcut canonical metadata yılı: 2020,high,,contracts|excavation|final_lining|forepoling|geology|maintenance|monitoring|payment|portal|shotcrete|steel_rib|unit_price,geology:jeoloji; excavation:kazı; shotcrete:püskürtme beton; steel_rib:çelik iksa; forepoling:süren; final_lining:nihai kaplama; portal:portal; monitoring:izleme; maintenance:bakım; unit_price:birim fiyat; payment:hakediş; contracts:sözleşme,high,,"Tünel Mühendisi Yetiştirme Kursu    TÜNEL İŞLERİNDE TARİF – ANALİZ – YBF   24~28.02.2020, Ankara Suhan Mutlu Yol Yapım Şefi",slide,,false,true,pending
DOC000220,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/8-TÜNELLERDE SU VE GAZ SORUNLARI.pptx,8-TÜNELLERDE SU VE GAZ SORUNLARI.pptx,.pptx,9edbc28eb7644c0de5ff8de34566400e3f024aeefe2988953e2095e052f8891e,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,gas|geology|ventilation|water,geology:jeoloji; water:yeraltı su; gas:metan; ventilation:havalandırma; tunnel_general:tünel,high,,TÜNELLERDE SU,slide,,false,true,pending
DOC000221,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).pptx,9-Tünel Destek Sistemleri (Örnekler).pptx,.pptx,55e5b81f8bc0ce8894b14d921e2f1aeca7116edac71c0785b615bb9b7d38e18d,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,support_systems,forepoling|support_systems,forepoling:süren; support_systems:destek sistem; tunnel_general:tünel,high,,9-Tünel Destek Sistemleri (Örnekler),slide,data/temp/full_docling_chunks/DOC000221/0001.docling.json,false,true,pending
DOC000222,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Ayna haritamaları ve değerlendirmeler son.pptx,Ayna haritamaları ve değerlendirmeler son.pptx,.pptx,a1b66bcf747a3e184c1a15db3a6a9ed72a9f46f1dad49e0bacbdb6b5bf921bcc,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,excavation|geology|geotechnical_investigation|natm|rock_mechanics|water,natm:natm; geotechnical_investigation:sondaj; geology:jeoloji; rock_mechanics:rqd; excavation:kazı; water:yeraltı su; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),Ayna haritamaları ve değerlendirmeler son,slide,data/temp/full_docling_chunks/DOC000222/0001.docling.json,false,true,pending
DOC000223,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/2018 KGM TÜNEL İCMALİ.xlsx,2018 KGM TÜNEL İCMALİ.xlsx,.xlsx,e5a3c44428f7d13e2a852cb5a2bfe38569bb3818d5143accbb20e01b18c03522,baseline,A,A,Mevcut canonical metadata authority_level=A,high,spreadsheet,spreadsheet,Mevcut canonical metadata document_type=spreadsheet,high,tr,tr,high,2018,2018,Mevcut canonical metadata yılı: 2018,high,,tunnel_general,tunnel_general:tünel,medium,Karayolları Genel Müdürlüğü (KGM),2018 KGM TÜNEL İCMALİ,table_or_sheet,,false,false,not_required
DOC000224,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/2019 KGM TÜNEL İCMALİ.xlsx,2019 KGM TÜNEL İCMALİ.xlsx,.xlsx,296bae6c6d0e76f8481888c77f14109fbf685f1773f8fb3665f5e7b4627f25f8,baseline,A,A,Mevcut canonical metadata authority_level=A,high,spreadsheet,spreadsheet,Mevcut canonical metadata document_type=spreadsheet,high,tr,tr,high,2019,2019,Mevcut canonical metadata yılı: 2019,high,,tunnel_general,tunnel_general:tünel,medium,Karayolları Genel Müdürlüğü (KGM),2019 KGM TÜNEL İCMALİ,table_or_sheet,,false,false,not_required
DOC000225,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/8- Yapım Genel Partname.docx,8- Yapım Genel Partname.docx,.docx,3dc5384d2c875ec15eea0a0e9fb20d0f2037b97c994d4fbd9b46bce6f7d88650,baseline,C,C,Mevcut canonical metadata authority_level=C,high,conference_paper,conference_paper,Mevcut canonical metadata document_type=conference_paper,high,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,contracts|cost|excavation|unit_price,excavation:kazı; cost:maliyet; unit_price:birim fiyat; contracts:sözleşme; tunnel_general:tünel,high,,8- Yapım Genel Partname,document_section,,false,true,pending
DOC000226,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/B3 60 ÇELİK İKSA DETAYI-Model.pdf,B3 60 ÇELİK İKSA DETAYI-Model.pdf,.pdf,c27ed860ffef1bcf970a2017a3d981893e1a79976f7d1b84166f120853ea93f2,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,steel_rib,steel_rib,steel_rib:çelik iksa; tunnel_general:tünel,high,,B3 60 ÇELİK İKSA DETAYI-Model,source_only,,false,true,pending
DOC000227,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.doc,Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.doc,.doc,69feb7468b8213487fe27f766093fc651a89c34f5985bcdd46750906f0174c4a,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,contracts|drainage|excavation|monitoring|portal|shotcrete|standards|unit_price,excavation:kazı; shotcrete:püskürtme beton; drainage:drenaj; portal:portal; monitoring:izleme; standards:en 1; unit_price:birim fiyat; contracts:sözleşme; tunnel_general:tünel,high,,Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL,document_section,,false,true,pending
DOC000229,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (7 sayfa).pdf,Hakediş ekine konulacak tablolar (7 sayfa).pdf,.pdf,a731424541799bb6f3808812edfd831a3b9be696f35e3d3db061cae424f22ab5,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,contracts|drainage|excavation|payment|portal|regulation,excavation:kazı; drainage:drenaj; portal:portal; regulation:mevzuat; payment:hakediş; contracts:sözleşme; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),Hakediş ekine konulacak tablolar (7 sayfa),pdf_page,data/temp/full_docling_chunks/DOC000229/0001.docling.json,true,true,pending
DOC000230,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (Üstyazı).pdf,Hakediş ekine konulacak tablolar (Üstyazı).pdf,.pdf,f7c359caf62ade03acb3655ab0e9ca8fe1abcd6d084d88c15f95811807e82978,baseline,A,A,Mevcut canonical metadata authority_level=A,high,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,payment|regulation,regulation:mevzuat; payment:hakediş; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),Hakediş ekine konulacak tablolar (Üstyazı),source_only,,false,false,not_required
DOC000231,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.pdf,Hakediş ekine konulacak tablolar.pdf,.pdf,5b5dc7f427571dc9f85cc4d2b8a73ed74283db7766b292418f0fa75a1841bce2,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,maintenance|payment,maintenance:bakım; payment:hakediş; tunnel_general:tünel,high,,Hakediş ekine konulacak tablolar,pdf_page,data/temp/full_docling_chunks/DOC000231/0001.docling.json,true,true,pending
DOC000232,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/örnek icmaller.xls,örnek icmaller.xls,.xls,5910a6cebcaed0671c9c477a764ab722e4fc198cf11400b13b610adc6e7c0bfa,baseline,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,spreadsheet,spreadsheet,Mevcut canonical metadata document_type=spreadsheet,high,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,excavation|payment|portal,excavation:kazı; portal:portal; payment:hakediş; tunnel_general:tünel,high,,örnek icmaller,table_or_sheet,,false,true,pending
DOC000233,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/İŞBAN DEMİRLERİ-248756_02_08_2017.pdf,İŞBAN DEMİRLERİ-248756_02_08_2017.pdf,.pdf,c2d487fbcb2318328cc1adc9a3d1a2622b8e0de068952b6138c0a45c13f73949,baseline,A,A,Mevcut canonical metadata authority_level=A,high,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,2017,2017,Mevcut canonical metadata yılı: 2017,high,,excavation|steel_rib|support_systems|unit_price,excavation:kazı; steel_rib:çelik iksa; support_systems:destek sistem; unit_price:birim fiyat; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),İŞBAN DEMİRLERİ-248756_02_08_2017,source_only,,false,false,not_required
DOC000234,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI -ÜSTYAZI.pdf,KALİTE KONTROL PLANI -ÜSTYAZI.pdf,.pdf,7d30c2e7b1f487d23bb330ee5888565a7cb9146fed6108c2cc7858abecc3b4ed,baseline,A,A,Mevcut canonical metadata authority_level=A,high,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,tr,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,quality_control,quality_control:kalite kontrol; tunnel_general:tünel,medium,Karayolları Genel Müdürlüğü (KGM),KALİTE KONTROL PLANI -ÜSTYAZI,source_only,,false,false,not_required
DOC000235,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.pdf,KALİTE KONTROL PLANI TABLO.pdf,.pdf,249d0d30e2d019269dcc65d04d667522070a32095beed39f097552a1c6447eab,full_docling,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,unknown,training_material,Dosya yolu/başlık/ilk heading sinyali: kursu,medium,,tr,high,,2020,Dosya yolu/başlıkta açık yıl: 2020,high,,contracts|quality_control|standards,standards:standart; contracts:sözleşme; quality_control:kalite kontrol; tunnel_general:tünel,high,,KALİTE KONTROL PLANI TABLO,pdf_page,data/temp/full_docling_chunks/DOC000235/0001.docling.json,true,true,pending
